user_id,gender,age,edu,play_time,payment,o,register_time,love_type
00aa60767951c823f6bcffd58a34018a,2,4,0,280.0,79.16666666666667,"116.39,39.90",611.0,2
00aba3f771c084c2eea64167609a7dd9,3,3,1,2867.0,48.0,"116.37,39.91",3812.0,1
00afdc8cef8e8563459e98f62c460824,3,3,2,0.0,69.5,"116.41,39.99",673.0,5
00b107f7faf0a78c219b50ea3a38a617,2,4,0,1837.0,48.16766467065868,"116.36,40.08",2138.0,4
00b20d58bea602540efb69a7c1d0c176,3,3,0,65.0,55.0,"116.39,39.86",402.0,3
00b32eb41942579d113446236e232406,3,3,2,0.0,40.53333333333333,"116.18,39.73",252.0,3
00c1a0b5877b81485f19104465d3cfaa,2,3,0,6157.0,48.18333333333333,"116.35,40.01",6981.0,1
00c78ff81005b5650e798176920ca36c,3,3,3,10.0,51.23809523809525,"116.25,39.91",500.0,5
00cf52b2bc5ec334ab1df209596c44f0,2,5,0,519.0,49.567567567567565,"116.32,40.01",1386.0,2
00e344a229429e077455d4829ed34b82,1,3,1,1159.0,73.42857142857143,"116.36,40.06",1801.0,2
00e428d72187672811018ea3d04a2c7f,1,4,0,0.0,42.03846153846154,"116.45,39.83",65.0,4
00eb393a88a27846bb5c3588c9e585ca,2,3,1,2033.0,47.375,"116.31,39.99",2345.0,3
00eb9876b54deb4c801c8ced4cf2784b,1,2,1,12.0,50.904761904761905,"116.32,40.06",737.0,5
00ebe61b0be9bfca4db9b7363923d8c2,3,3,2,5572.0,48.84137931034483,"116.22,39.90",6551.0,0
00ed321596449b98a69fed085554b9ab,3,3,1,1415.0,53.225806451612904,"116.34,39.94",2359.0,0
00fa9f633032815c198a15db1cd0c1c8,1,2,3,0.0,48.0,"116.52,39.79",261.0,5
010042fc260721d90579969c0b7be5b5,3,3,2,0.0,30.5,"116.35,39.89",537.0,5
01037523c75932e61cf0042736674416,2,3,2,0.0,41.0,"116.45,39.95",174.0,2
011151fad6b129429391459000353700,1,4,0,509.0,45.5,"116.39,40.04",1240.0,1
01149dd2b366f23b85569d7fd1ca8ffe,1,4,3,4804.0,48.32038834951457,"116.24,40.06",5537.0,5
011925286c437da9e9ba9d676239eab7,3,3,0,4585.0,57.3061224489796,"116.48,40.00",4665.0,4
0122194e6ce473c10ca37e755cf662b4,2,3,3,1356.0,60.73913043478261,"116.30,39.97",2107.0,3
01261099c86dcbb4e5846777b0737338,1,4,2,0.0,58.115384615384606,"116.20,39.86",103.0,4
01380e542b05f09c4396f0e1e55dfe8a,2,4,2,2637.0,43.862745098039206,"116.47,39.99",3143.0,3
01392dd23ba8dd7c9fcfde1b73e2af49,1,2,3,0.0,69.0,"116.37,39.97",572.0,4
013b6ba234d215a5c9a543b8d373daeb,1,5,2,240.0,45.0,"116.31,40.10",1205.0,4
014ce59369524fda5cb16197f662855d,2,5,2,533.0,44.846153846153854,"116.17,39.72",1076.0,2
014e53178a3041aae6f028b688fda88a,3,3,2,0.0,44.66666666666666,"116.01,39.71",295.0,1
01527ce83cf95f40aa4daa7640af4213,1,4,1,0.0,46.3,"116.39,39.91",863.0,5
0155481d037f26b0170400aabb02f4f1,1,2,0,5260.0,50.62857142857143,"116.29,40.00",5930.0,5
0156a452d984860f5a2d51aa90c959cb,3,3,2,636.0,46.27272727272727,"116.51,39.90",1038.0,2
016435f136f2bf789b218ea355b23401,2,3,0,1493.0,48.0,"116.53,39.82",2353.0,3
016a908343c73757e2541c2314ba1927,2,1,2,0.0,27.5,"116.59,39.89",76.0,5
016dd6eac195deea7693c4814faae483,1,3,1,158.0,49.66964285714285,"116.40,40.07",689.0,3
017366654b4a4f50b09218a7b2743739,1,5,0,1932.0,56.35714285714285,"116.42,39.98",2785.0,0
017722ea9ec9647dd1e384cde3f082fb,1,4,2,0.0,74.5,"116.41,39.93",959.0,0
0178e6175d69964ecb60693b09f4de79,2,3,0,0.0,17.0,"116.35,39.91",627.0,0
0178e77909683b965075d43b6283386f,3,3,2,0.0,59.0,"116.34,39.96",934.0,4
0181b7a81b4de4311e8216851a92a1a6,2,3,3,3195.0,45.1,"116.45,39.92",3370.0,5
01837b0cba35e12df9352c327ec76a93,1,3,0,461.0,40.0,"116.20,39.77",1179.0,4
0190830c5b643c3b57e7f77771bdf162,3,3,2,140.0,46.75,"116.32,39.91",321.0,4
0192a5cdda7c8e8774ed31c522fa31b3,3,3,3,4101.0,43.92307692307693,"116.38,39.97",4827.0,1
0193a83d20e014cb01824dab789df512,1,3,2,1911.0,56.16666666666666,"116.24,39.96",2637.0,2
019458bad782545ed9ed32de7227f705,2,2,0,6569.0,48.79045401629803,"116.37,39.88",7356.0,0
01955c15243faf0704e37532fd686611,1,4,2,582.0,57.714285714285715,"116.34,39.95",1116.0,4
01974402244966da954de92320707e63,2,4,1,3411.0,48.28533333333333,"116.39,39.89",3434.0,3
0197f53f984a0cab03e8b85d265f0bc5,3,3,3,0.0,24.33333333333333,"116.41,39.95",704.0,2
019894f45545f1dc85547cbbfb33502e,3,3,0,658.0,31.842105263157894,"116.34,39.73",689.0,2
01a2ae6ecaae627bc3ef6a831244b8b3,1,3,0,0.0,62.5,"116.47,40.00",962.0,5
01a40127b943fa3fd730068ab785921e,3,3,3,0.0,37.0,"116.33,39.97",464.0,5
01a83f6bd09fd0621cb7837bf2e20e7f,1,2,3,1223.0,58.0,"116.41,39.91",1757.0,4
01ab8a550b076c086a71c1fafe55b144,2,3,1,4803.0,49.28571428571429,"116.24,40.12",5543.0,2
01b43a937366a65514cfc71f2f76727c,3,3,0,0.0,56.26666666666666,"116.49,39.80",756.0,5
01b6c2e6712a71458dffb2e068d1ebc4,1,4,0,191.0,40.46153846153846,"116.51,39.79",483.0,0
01b7eea2d42bd57fcdbf6ec48c7bb6f8,2,3,3,22.0,35.0,"116.39,39.93",407.0,2
01ba9ff54cd62e091409334992b08941,1,4,2,0.0,20.5,"116.57,39.79",252.0,2
01d333472edf8d3b787048ad07360112,2,4,3,0.0,43.33333333333334,"116.46,39.98",549.0,2
01ec4ebc8bdc815a9cf3e27dba908f6e,3,3,0,0.0,46.66666666666666,"116.37,39.92",202.0,3
01f2caf4c7e9cfed0ea57b2f1ad63e4f,2,2,1,682.0,39.91666666666666,"116.42,39.99",1298.0,0
01f463571bbf070f0d274e84efc03f36,2,3,2,616.0,44.29545454545455,"116.47,39.92",1093.0,4
01f70337e06d4af3e46fd245a0e017b7,3,3,3,1716.0,54.25,"116.23,40.21",1816.0,0
01f96980a564b2536d38d0a8c63fdbdd,2,2,3,288.0,51.26595744680851,"116.45,39.91",1174.0,3
01fa6dd99137339685c7b7773a2d2e03,1,3,3,0.0,51.0,"116.38,39.91",663.0,3
01fd9ee6350a09ed9642a27adbb81604,3,3,1,21.0,42.285714285714285,"116.40,39.95",220.0,3
0206e688fde961fba74974c59e06ad8d,1,3,2,1261.0,47.37777777777778,"116.48,39.90",1859.0,5
020c93bad8e068d266d72987f188a4a2,2,4,1,137.0,29.33333333333333,"116.50,40.03",1104.0,3
020f779f00e598077a98ae6a74b13e02,2,2,3,0.0,34.5,"116.60,40.13",474.0,0
0218621ffd47490853bbecc8c550f31d,1,5,0,0.0,83.5,"116.36,39.90",246.0,3
0225267d12057fe5b93f635a99ad3d4a,3,3,1,0.0,63.66666666666666,"116.29,39.97",459.0,3
0230e687db5407eda22ab8f3dcd57ffe,2,3,1,0.0,41.214285714285715,"116.29,39.88",424.0,1
023279299721ebe35190968ce88a600e,3,3,3,158.0,47.0,"116.33,40.00",875.0,4
02363b3f9d36f722afa5de7b99ff7d3b,3,3,3,441.0,53.125,"116.39,39.84",636.0,4
0237c44953873855a1dcb8849e484d14,1,4,2,716.0,47.47619047619048,"116.48,39.98",1090.0,3
024122ff0c22f20db2aab3839995da38,2,2,2,922.0,36.8,"116.52,39.92",1903.0,2
0246f3b95e67ee72d31ce986071b4924,2,4,0,2904.0,47.714285714285715,"116.27,39.78",2996.0,3
024b7d7dbcf28a2546bdc7d1aa53e274,1,3,2,75.0,50.379310344827594,"116.63,40.33",715.0,0
024f3c035c8b53fc10077633499d84dc,2,4,2,14260.0,50.878048780487795,"116.32,39.79",14972.0,5
0252048b57cae517826aa453218b0193,1,1,2,0.0,44.25,"116.38,39.93",232.0,1
02557fce5699c6e6173cda11dfdc966b,1,2,0,0.0,42.5,"116.42,39.91",180.0,2
02643ce44fed8620f78765080596c034,1,3,0,0.0,48.33333333333334,"116.05,39.63",570.0,3
026608cc71f8d6a39cb9e80e95438bd5,3,3,1,0.0,33.5,"116.39,40.10",749.0,3
02691a227cd9535f591e68bcdd004dde,3,3,0,122.0,45.73684210526316,"116.28,40.10",1060.0,3
026c1b71a9e82f85f935829ca8a96d5b,2,4,1,0.0,45.0,"116.37,39.86",357.0,0
026e0acefcd301fcc0e7c2b06adead77,1,3,3,300.0,54.230769230769226,"116.51,39.92",1207.0,0
0276514fe4f9216ea68228e9a40d7d2e,1,3,2,165.0,44.6,"116.41,40.08",973.0,3
027c84dcbac316588410c6fe34e3e66e,1,4,0,310.0,47.91304347826087,"116.46,40.00",746.0,5
027fb3d20af3a1db288af9cd027a2287,2,5,3,2185.0,52.52173913043478,"116.35,40.04",2961.0,3
0280c6b51365e5826b367977d387d251,1,2,3,29.0,59.75,"116.27,40.14",63.0,1
028a3960c286fa7a1ef0ba1fe1574b9b,1,3,0,1114.0,55.75,"116.33,40.04",1334.0,5
028c1c5abb9213ae45d51958be9c5b24,3,3,3,3799.0,46.4375,"116.42,39.84",4319.0,1
028dd6efd1846d1fa49e1a18ddfad970,3,3,0,4.0,47.78888888888889,"116.31,39.83",954.0,5
029028035927dfe7d61e5bb8deb1a96e,1,4,0,72.0,51.85,"116.30,39.98",384.0,2
0291513076fe34b597f2aa48ab20121f,1,3,3,0.0,48.904761904761905,"116.59,40.08",673.0,1
029406c5b78768be1717cc6dfc0f161b,1,3,3,0.0,41.66666666666666,"116.27,39.75",107.0,4
0294a1bbe8b0e844106fbecbcfeb084a,1,3,2,1584.0,53.78947368421053,"116.34,40.00",2131.0,2
029d74e8773a7a56d2ec7283bf352d09,3,3,0,0.0,41.75,"116.28,39.92",948.0,3
02a05c701eeab39ee8cea525d37356ea,3,3,3,11.0,35.8,"116.35,39.96",589.0,4
02a1d6ba744d76441ec5e3a22a52bbaa,2,3,0,2318.0,48.088709677419345,"116.66,39.88",2763.0,2
02a1ea4b5caa88d23fa1baeed114e030,3,3,1,0.0,53.5,"116.28,40.04",523.0,4
02a24b2d0818cb714f1972534d018636,3,3,1,0.0,57.66666666666666,"116.42,39.92",352.0,2
02a73c7467256a6476500e3f38c57b5c,1,3,1,0.0,29.0,"116.41,39.90",806.0,2
02a8651a86d68dceaf5bdf629c6223f8,1,2,2,4511.0,48.3515625,"116.39,39.98",4673.0,0
02acf19d43cbd157d23a9d07ace6dfc7,1,5,1,226.0,58.83333333333334,"116.39,40.01",741.0,2
02b05e439c3658594e1bb1d0f6274a4c,2,4,1,169.0,57.66666666666666,"116.45,39.96",1095.0,4
02b22ad52605be5dd15c13f5d337bc0f,2,4,0,0.0,48.66666666666666,"116.35,40.07",522.0,0
02b29b7e17e0f5fbeb45b511de40360f,1,5,2,17.0,48.57142857142857,"116.69,39.83",411.0,3
02b448cb5c8fbe640b824420ed13ee70,1,4,3,120.0,49.76315789473684,"116.40,39.86",186.0,3
02bc024c17c3dbf9a10d8b13857640b7,1,3,3,0.0,71.6,"116.41,40.07",633.0,3
02c4c08e5ed6bc978fe48fc3ae45ae9d,1,5,0,4874.0,50.17647058823529,"116.47,40.03",5794.0,0
02c9f5c3bd4228a309be1de6ab491fb6,3,3,0,3163.0,46.714285714285715,"116.43,39.76",3217.0,4
02cfe96250889538451053b1ecf3cdbd,1,3,0,271.0,53.32,"116.27,40.17",646.0,0
02d809ddcf3240f51b11079619fde53e,1,3,1,474.0,46.94230769230769,"116.36,39.89",1314.0,2
02dfe543748ab321c400a64962be8e4a,2,2,3,0.0,58.5,"116.43,39.91",237.0,1
02fa87e03fe640360f4d952e817f9938,1,5,0,0.0,71.33333333333333,"116.41,39.98",882.0,3
02fb63407f3e51fd4295fce5dc1d5fa1,1,4,1,0.0,82.0,"116.43,39.90",14.0,1
02fceec9a0eae86a7a6d0e0ddf7e97ac,1,2,0,1057.0,51.34285714285714,"116.33,39.72",1293.0,3
03018450186ed2bb281c529e7dbf7853,3,3,0,0.0,54.0,"116.51,39.93",267.0,0
030d5a35d56e8e88a1e9d9c0bfe0af97,2,3,3,0.0,68.16666666666667,"116.69,40.13",772.0,4
03117de29bd4021b4139c8fb7b8c38ef,1,4,2,251.0,69.5,"116.40,39.91",1177.0,4
0318570033e95c2ed8e3a03fa162b471,1,4,0,580.0,65.75,"116.35,39.99",1294.0,5
031a58d965f21182f2866d51a38413f8,1,3,2,0.0,17.5,"116.35,39.94",887.0,1
031d89f2c2b3a25e780ae56ef013b1f6,3,3,0,0.0,49.5,"116.32,39.84",880.0,4
032632f3f321b6ff189f8290456d0bd8,1,4,1,708.0,62.4375,"116.47,39.98",1293.0,1
0329c4bb04f34d254a1da0fad91954b5,2,4,2,262.0,49.4,"116.43,39.92",1111.0,4
032abc89efef0c5cf51386283f6e0baa,2,5,1,465.0,53.80952380952381,"116.63,40.31",624.0,0
03328258a0899ccbff3b0f9a92ca2ea8,3,3,2,0.0,41.41666666666666,"116.45,39.86",28.0,3
0332d465565cd41003051ab081bdbb72,2,3,0,665.0,50.529411764705884,"116.35,39.98",1617.0,2
033c9f727cad196711bedaee254cb5e8,3,3,3,93.0,40.230769230769226,"116.40,39.97",900.0,2
03432b8b47d9834f311744244a7448e4,1,3,0,4469.0,56.034883720930225,"116.53,39.77",5452.0,1
03441f5430acde80465dcc1a886fcd9a,2,3,1,1944.0,56.125,"116.41,39.89",2561.0,2
035129ea43ecf1706eb4a2db804306b7,2,2,0,133.0,79.0,"116.39,39.95",941.0,2
0352b0d8594cdb95eba78131ab654e7e,1,2,1,883.0,45.37837837837838,"116.59,39.91",1741.0,4
0366717f1783a2dd485555e76b276bb3,1,1,0,0.0,58.77777777777778,"116.31,39.74",126.0,1
036be302d57de2d3f17f6d41b378bdf8,1,5,3,0.0,74.5,"116.41,40.03",147.0,2
0377f3c7bedd181713c52b286e3ae69d,3,3,2,0.0,58.5,"116.38,39.89",105.0,2
037a8ba0a0a12d8dd370c33fc38db885,1,3,2,0.0,13.5,"116.47,39.77",526.0,2
037be0112d8b3e23abc95751e86aa364,1,5,1,0.0,51.92727272727273,"116.67,39.93",320.0,3
0387bad1f37e8f44eec1f5e3d2d6bb32,2,4,2,2037.0,52.7,"116.32,40.00",2795.0,2
0387f423c7f3e6361f4732ef6473a776,1,3,2,950.0,42.083333333333336,"116.34,40.03",1611.0,4
0388908874ceb0bf0b6e3c3a3684c2c7,1,4,3,1752.0,59.214285714285715,"116.35,40.00",2626.0,5
0388e88ef080d27cbc08b7fa138bd97e,2,4,2,0.0,37.2,"116.31,39.81",277.0,2
038ba5f4ea7fad98623be2bb3317f075,1,4,3,142.0,51.81818181818182,"116.43,39.93",446.0,0
039a777869bec439b4b80df0fd3835eb,3,3,2,1875.0,49.87078651685393,"116.40,39.98",2028.0,5
039ec0973c27995104b5918cb1ee7009,1,3,2,1290.0,51.047619047619044,"116.30,39.93",1766.0,5
03a79ce55de5a5f72d4d204c0c9e9fc1,3,3,0,349.0,49.8,"116.46,39.95",351.0,1
03ac10a014cdb7f7b08ac6af973b94e6,1,5,1,106.0,66.75,"116.75,39.94",437.0,0
03b360644f5c578d9a27c992b07bf1bd,2,4,0,0.0,59.25,"116.48,39.97",690.0,4
03b47c30f01620f398c5811b9a1887c8,2,4,2,0.0,47.0,"116.20,39.93",677.0,3
03c0c5b746d9cf3882e852a92f96e2b6,1,3,2,514.0,51.28571428571429,"116.29,39.99",1460.0,5
03c20fe16182b8efbdec5285c3f993cc,1,2,1,3000.0,54.46753246753247,"116.23,40.17",3828.0,3
03c77e191af592f8a5925fdac80a8825,2,2,3,869.0,50.03703703703704,"116.30,39.92",1011.0,1
03c979836953fa1e5d713f4926329d0d,1,2,1,1008.0,45.865671641791046,"116.47,39.89",1045.0,3
03c9bb44ee48b19f21f11417b7b80270,2,3,0,498.0,54.354838709677416,"116.42,40.16",1148.0,5
03ce017544e231205ad1495c1fc42d92,1,2,3,4252.0,51.66666666666666,"116.29,39.92",4328.0,5
03ce5f4239bf1e01a86bc9f26e9b93d0,2,4,1,1549.0,44.444444444444436,"116.40,39.93",1839.0,5
03d359a6c8c85b0f5b5a85340985f455,1,4,0,91.0,46.0,"116.52,40.03",1001.0,5
03d64fa99bad2a563837e36df5bec268,1,5,1,173.0,39.714285714285715,"116.30,39.86",497.0,1
03eacf66d85ae22fcb2ccc52cb14ff1b,2,4,3,182.0,51.5,"116.42,39.88",994.0,3
03ee13bea4b461b23ac42c4537d33e3c,1,4,0,0.0,50.5,"116.21,40.08",251.0,1
03f74352ab847d52ace1cf6e92e012c4,2,5,1,0.0,25.11111111111111,"116.31,39.97",836.0,0
03fbc8cd6749a0e2767e0b2ed8635d88,1,1,0,255.0,54.868421052631575,"116.29,40.05",1175.0,2
040a1330023b646febdb4e13ab682f6b,1,3,3,5212.0,51.04347826086956,"116.38,39.90",5281.0,1
0411c5f0aedcff578f87b44b62602556,3,3,0,2042.0,41.32,"116.31,39.95",2545.0,3
0416658eceaa07e51c030d302e8e29b2,1,2,3,1360.0,40.65625,"116.40,39.92",1824.0,0
04241d6adc869d45ad86ca3e496514bc,1,3,1,1243.0,48.492063492063494,"116.45,40.01",2101.0,1
0427863396399a7d12ceda40cf95df27,1,1,1,0.0,43.66666666666666,"116.34,40.07",527.0,0
043f361df75e7c2a611d3bd979dd8495,2,4,3,1362.0,41.32631578947368,"116.60,39.90",1867.0,2
043fd0edca2c5d4a663db704d8b939db,1,2,3,412.0,50.06666666666667,"116.50,39.93",1143.0,2
045c1671606aceebedd0385303233b32,2,3,2,1821.0,50.53333333333333,"116.32,39.65",2439.0,5
045ea8e1bdb3abcbd6f959a60ad39eea,1,1,3,492.0,59.0,"116.45,39.93",1163.0,3
045f5f596d37c98279f254c5c95ca0b0,3,3,2,494.0,48.25806451612904,"116.42,39.94",1246.0,0
04658e411bc4e8c4a2561ac696f9bc0e,3,3,0,387.0,55.85714285714285,"116.40,39.82",1147.0,3
0471d03fe1115cdb9235d0c795a71f22,2,4,3,155.0,59.0,"116.46,39.89",311.0,2
0478afe7e3e0e221351b463d418da5eb,1,1,0,8162.0,52.12121212121213,"116.19,39.95",8441.0,5
04810b3a4b20491e49bb28eb0d265fc9,1,1,1,285.0,59.63636363636363,"116.31,39.93",903.0,0
0486b285dc014bd70933e311932ac7c4,2,4,2,101.0,61.0,"116.41,39.86",145.0,5
048c8f409b7c3cc9c538eb1be1eaaab6,1,5,1,2169.0,41.59574468085106,"116.20,39.91",2602.0,1
048f5a0a86cf28e98f7669878920ce92,3,3,0,0.0,62.4,"116.52,39.90",454.0,2
04927bc09583f84eee0c4ecd2727b14a,3,3,1,2322.0,40.5,"116.41,39.67",2488.0,5
049631d99472ade0333b3ac2d30ca749,1,4,3,5096.0,43.83333333333334,"116.33,40.10",5581.0,5
049a4e06e6219e21d6dbfc890b933835,1,2,3,0.0,78.0,"116.58,40.08",858.0,4
049d932780f2d7f907671950814035fa,3,3,2,358.0,49.0,"116.34,39.89",1309.0,4
04a8f6f393e1a84f30140ff90d3a123e,3,3,0,702.0,49.10526315789475,"116.51,39.91",811.0,1
04ab281f9e3049afc2b517042f18e089,3,3,3,132.0,84.33333333333333,"116.35,39.97",1126.0,0
04ac9a92dd6bcb82e01302ef4a4a1f3c,1,4,1,1794.0,51.33333333333334,"116.36,39.84",1867.0,1
04adcc4c2552bc0244d362dd18959f42,2,3,1,221.0,34.769230769230774,"116.33,39.94",575.0,5
04ade3ea6de81508b041541dc6c00b64,2,3,2,0.0,60.5,"116.33,39.98",518.0,4
04b362add2f017c68ce14a903ff8c774,1,3,2,0.0,48.75,"116.64,39.89",477.0,0
04bfbb7b9613bcbc8301595a5032e482,1,4,3,0.0,47.0,"116.64,40.13",722.0,1
04c12ca5323c87c5869b26ce4f8f10e7,1,4,1,509.0,54.41935483870968,"116.34,39.76",1457.0,1
04c265d6250b72601b540b41f238a5d0,2,2,0,0.0,60.5625,"116.61,39.92",622.0,5
04c398a4c9a300ea57805fb753229d13,3,3,3,0.0,37.16666666666666,"116.46,39.90",489.0,3
04c3d725c134a99a5ca056dde9133fbc,2,5,3,354.0,59.13333333333333,"116.43,39.96",1277.0,5
04c446a904f191865c0233bd44780852,2,2,1,357.0,46.53846153846154,"116.33,39.99",1247.0,3
04d0a34f70db84d26958b4babdc28a25,3,3,2,951.0,40.57142857142857,"116.38,39.96",1080.0,2
04da71554f8c06a292bf8e4cca962528,3,3,0,0.0,72.875,"116.43,39.89",438.0,1
04e33238851b4a8297fff09bb35aa83e,3,3,1,0.0,56.3,"116.54,39.92",99.0,4
04e4450fc76f94e44221f10ecd7d2088,3,3,1,202.0,53.42857142857143,"116.38,39.84",318.0,5
04eb8d08ad99e5663eecfaf99b27695b,3,3,3,786.0,44.5,"116.22,40.23",1466.0,3
04ef3c671a4ec0b327530f476152e4e0,1,3,1,0.0,77.33333333333333,"116.38,39.87",839.0,2
04f74bf09c55d801a281ee7f2ae6fcc2,3,3,0,33.0,50.09090909090909,"116.63,39.90",907.0,5
050158f57293f673f56d60ddfb9a328c,2,3,3,2016.0,49.38333333333333,"116.31,39.82",3000.0,2
050e5f7147879479278489f5d173742b,3,3,1,3973.0,45.03947368421053,"116.42,40.02",4658.0,3
050e8ad8d3c81bcae4653c9be4e71059,1,4,0,3323.0,49.07692307692307,"116.21,39.76",3599.0,2
05127f6d3ea67343c91a036153fcf47f,3,3,2,0.0,56.125,"116.43,40.04",947.0,0
0512a717311367fbf9b7059021133de5,2,2,0,195.0,47.55,"116.33,39.93",881.0,1
0513e5148c34eb4da0ed9d30e83acece,3,3,2,0.0,49.127239678005715,"116.43,40.08",725.0,4
0515b43b875c431f7c32663029614c95,1,3,3,106.0,31.11111111111111,"116.40,39.96",431.0,2
0516091ba68d4b222aa180634385964c,3,3,3,239.0,39.96296296296296,"116.10,39.90",1217.0,1
051cac8ffe58456058fd671f3314fe3c,1,1,0,266.0,51.9,"116.40,40.05",790.0,4
051f2b36381089873778fc612eebf494,1,3,2,1797.0,42.25,"116.46,39.94",1859.0,2
05203c44bc400d240a77d2e5ef2119f8,3,3,1,19.0,87.5,"116.16,39.76",140.0,2
05205f5f0c772677fe02e1fd39215a4e,3,3,2,0.0,42.0,"116.39,39.92",487.0,1
052141f3bd09a9c4f84f31822a06ab45,1,5,1,0.0,42.5,"116.57,40.06",683.0,5
0522c5cf0c4a471f61beeec9fc9dbbd7,1,3,1,4729.0,45.087719298245624,"116.09,40.45",5235.0,2
05246fe343156dce04500117997ae675,3,3,2,3591.0,40.07692307692308,"116.31,39.67",3693.0,0
052996027572be89b6eab46e45648d7c,1,3,1,3763.0,57.48484848484848,"116.38,39.92",4662.0,0
0533f16f30caaab09f3f1d5f631f6937,3,3,2,78.0,56.444444444444436,"116.45,39.89",939.0,2
053c3fb3a746a8ed7b0ddad09702a39a,3,3,2,0.0,40.0,"116.17,40.03",368.0,4
0540fe01f300507affd0e680419c4b47,2,3,0,0.0,57.0,"116.20,39.99",765.0,1
05441985aa9cb5cabe021bcbbb529b8b,1,3,2,669.0,39.884615384615394,"116.26,39.96",1540.0,2
054766ebba07107ac912e3d5e22c785c,1,5,2,107.0,57.5,"116.31,39.84",822.0,1
055ac517d13e47f701d6cd72d5deecf6,3,3,1,448.0,62.4,"116.30,39.89",511.0,5
0567122561cc99716bb1cbd366087e6f,1,1,0,0.0,76.33333333333333,"116.56,40.01",499.0,2
0571b28ba6343569c24ad4565f5f564f,3,3,1,0.0,58.66666666666666,"116.72,40.13",183.0,5
05733c3e86e0e033c69d9f22bed68ebc,1,5,0,0.0,75.0,"116.32,40.04",34.0,3
057afb9ee018ad9b80ba3600fb74fcbb,1,4,1,0.0,39.5,"116.38,39.55",212.0,3
057bce1cf66b2da95e2b69080bf88889,2,3,3,2568.0,50.674157303370784,"116.49,39.89",3110.0,1
057e0800bd76ddc60cbd33c3a1381020,2,3,2,3294.0,50.02777777777778,"116.55,39.82",3688.0,3
057e6e3e3b174a696258b93c94022d3f,2,5,0,0.0,39.0,"116.57,39.92",895.0,4
057fedec45e4c638fa32c36b2c040108,3,3,0,521.0,47.4,"116.31,40.09",1505.0,1
0581bef31d150e31366e0bd6b1d2207c,3,3,2,5239.0,57.111111111111114,"116.38,39.86",6115.0,4
05833eb320c2fdfb1c1ef27699d6232a,1,5,1,162.0,51.36363636363637,"116.19,39.99",209.0,0
05860d39cb51dadb9dc36f5a589b23a2,3,3,0,0.0,48.5,"116.46,39.93",320.0,4
