user_id,gender,age,edu,play_time,o,register_time
00768401512936f4034601d9d54c05c6,1,2,0,6.0,"116.35,40.01",556.0
0087c9d61d8f5c046f025d4606e8e936,2,3,1,0.0,"116.25,39.91",518.0
008996214f3e38c6194e7866b0501dc1,1,2,1,21.0,"116.32,40.01",243.0
008d76c0a330e229065446724ce52771,2,4,0,0.0,"116.36,40.06",968.0
0095da90a8d179a97b1a07a1d03d6541,1,2,3,1126.0,"116.45,39.83",1837.0
00a3393744f22705cd5d813f7317ef0c,2,4,1,526.0,"116.31,39.99",1409.0
00a383f9e00fe3ad460053c1cfba6498,2,4,0,0.0,"116.32,40.06",854.0
00a598c120a6cf982ce522bafff9b6e6,3,3,2,0.0,"116.22,39.90",915.0
00a68aaa2776433017eeb4b1d42793de,2,1,0,103.0,"116.34,39.94",952.0
00a96cd5906ba0e6cc3946d0db45eb2b,1,3,1,420.0,"116.52,39.79",434.0
00abb9a44fbc371cbeba0aa217d83590,3,3,0,2875.0,"116.35,39.89",3236.0
00ad4d9a59bc4224ee69ce4c0c8a1a77,2,3,1,1666.0,"116.45,39.95",1971.0
00b031097d41be90a32d820de7926f10,1,5,3,0.0,"116.39,40.04",821.0
00b1777504c6ff8e6a26555f6cee124a,1,3,1,66.0,"116.24,40.06",531.0
00bf2461612212b82b241f27c56f9450,2,3,3,0.0,"116.48,40.00",2.0
00c804ed133099a458f3193579cac71c,1,5,2,160.0,"116.30,39.97",652.0
00ccf4f9a9e1de943804a3eb685221d1,1,2,1,1.0,"116.20,39.86",984.0
00cdddf91d79272b0adab20448f55922,2,4,1,5071.0,"116.47,39.99",5504.0
00d35d9d47a660adab43b0c13fa17467,1,3,0,1189.0,"116.37,39.97",1343.0
00d528388505d8426d674bf8eed744b9,2,3,1,0.0,"116.31,40.10",569.0
00d6953ef736d95a527e81985e4e1989,1,4,3,260.0,"116.17,39.72",1211.0
00dc7fd970da4be3bbd56207aaa14b6b,1,2,2,861.0,"116.01,39.71",1411.0
00e009f5a19f90807d021f4ce239c2d4,2,5,2,21.0,"116.39,39.91",53.0
00e1fc74b02cf012e7ebbb95440212f8,3,3,3,40.0,"116.29,40.00",375.0
00e2e1c9fb97afa96c5af1cb0ae33a2a,2,5,2,0.0,"116.51,39.90",272.0
00e3ff0228927f028ddf14dfb4a3faf9,2,2,3,0.0,"116.53,39.82",467.0
00e896562ab23f2d1f3583850879d9e2,1,4,0,490.0,"116.59,39.89",1300.0
00e9b7ddd6dfde8e04240e582f2072db,1,4,2,3500.0,"116.40,40.07",4496.0
00f41e9d878632920a84cefcb39a3b23,1,3,3,507.0,"116.42,39.98",1221.0
00fc124877f6fc780817c65a4960c9d2,3,3,3,273.0,"116.41,39.93",506.0
01000bab656c2d6634332db358baf8c4,2,2,0,0.0,"116.35,39.91",160.0
01012cd384444dc670f1451808e73fe9,1,5,3,1285.0,"116.34,39.96",1705.0
0105a389d737c48fff758a79bb164e84,2,3,2,0.0,"116.45,39.92",527.0
010848316a5390e242155562dfcc7dad,2,4,1,0.0,"116.20,39.77",699.0
0108b670e00ae40d7bcd22511030e104,2,2,2,2390.0,"116.32,39.91",3278.0
010b5ddf46dfa7fa973c3990592a3a51,1,3,0,2834.0,"116.38,39.97",3626.0
0111bffb8d73518b70490b2eb1705342,3,3,1,3.0,"116.24,39.96",574.0
0118af40e66297d3be87eee39d8bfb8b,1,3,2,0.0,"116.37,39.88",143.0
0118ba5ed76cc3d272ea79ba7b40596a,2,5,0,920.0,"116.34,39.95",932.0
011bc47f7b458164eca293e036437d7b,1,2,2,952.0,"116.39,39.89",1759.0
0122ef880dae4df9365fa9f80688fc9b,2,4,3,0.0,"116.41,39.95",995.0
0128357518c40b20637f5a238b294b32,3,3,3,271.0,"116.34,39.73",1234.0
012fdffb67bd64cb7e1c9d94ad5fd567,2,4,1,1763.0,"116.47,40.00",2501.0
01335c89c87d545bd60a44b01a769c90,1,2,3,0.0,"116.33,39.97",273.0
01356ee8954a25a116f9acc2c5a0ad4d,1,3,0,0.0,"116.41,39.91",423.0
014261a024e7f0f08afdfb39788d9c9e,1,5,3,867.0,"116.24,40.12",1427.0
014c8f370946e7fb7d1a79fa45860d48,1,5,1,0.0,"116.49,39.80",627.0
014fcb9948aa67f37435bd7d367eef92,2,3,0,638.0,"116.51,39.79",1579.0
01541a24fc8f1009f36db35461b46c1c,2,5,3,4912.0,"116.39,39.93",5655.0
0154ee4191c748cd8fa5a3112f387315,3,3,0,0.0,"116.57,39.79",204.0
0157cbc869489ca7cb9db6229a5375f3,1,2,2,0.0,"116.46,39.98",227.0
01603ffda90365ad86fb1147294f528d,1,4,2,7.0,"116.37,39.92",490.0
0163dd2c042bad3c2d15c90590057f66,2,2,0,313.0,"116.42,39.99",1275.0
016c5204ee6e5af801035fb9e48f572d,2,2,2,1554.0,"116.47,39.92",2333.0
0173ca3616cc1bd69e2329ca5471cf34,2,4,1,0.0,"116.23,40.21",810.0
0175c79a8b7ee8debb91d6a3b7dc73d1,2,2,0,0.0,"116.45,39.91",686.0
017ff5c850306e950a5f2f4b7ecaf9be,3,3,2,0.0,"116.38,39.91",698.0
0180fc94573423a990ccf29921aba371,3,3,1,396.0,"116.40,39.95",1072.0
0181d6d9afeeaa00aa157da164260c08,3,3,3,195.0,"116.48,39.90",428.0
01852735e7364ccf1b39a60d0a750ea5,1,1,0,849.0,"116.50,40.03",1686.0
018f66b961358cfbea955654171138f8,1,3,0,0.0,"116.60,40.13",787.0
01903c61771f04dfee01367a487a6722,3,3,3,492.0,"116.36,39.90",706.0
0195c8a4962d172d4a00aa19a34ddb36,1,2,0,1466.0,"116.29,39.97",2272.0
01976e2cb15e8dae0d50ab91e5207ea5,1,5,1,0.0,"116.29,39.88",475.0
01985a55274e7be1742825f8ff68851b,1,4,1,1957.0,"116.33,40.00",1995.0
019ace81e7de63f7974cd51c706a0c3c,1,3,0,1952.0,"116.39,39.84",1982.0
019c9cf6d2e47e6a2e0f746bc2ed28ea,3,3,1,0.0,"116.48,39.98",551.0
01a0775002ad751096cdd1f9cc0bb66c,1,5,2,3372.0,"116.52,39.92",4176.0
01a14ebb21a710b19cc41fc2e884b842,3,3,3,0.0,"116.27,39.78",583.0
01a3a6afc249366ef7cd66955d64377f,3,3,3,192.0,"116.63,40.33",839.0
01a52cf28ea812b6a930822e1fafecc0,1,4,0,95.0,"116.32,39.79",775.0
01aa28a9c6a507e7451a0c410e9a8094,2,3,1,0.0,"116.38,39.93",598.0
01b0603895f6d64f4b80f8351760cd63,2,2,1,0.0,"116.42,39.91",432.0
01b7b48dd845fdd602862c900198cf39,3,3,2,3255.0,"116.05,39.63",3408.0
01bcfd478aceed7095f345637d2ee53b,3,3,3,5.0,"116.39,40.10",864.0
01c039a30604c604cd8de48f185bea45,3,3,1,0.0,"116.28,40.10",425.0
01c3a775c93c0b2f50baaa11eb698054,3,3,2,68.0,"116.37,39.86",595.0
01c4fdf9675c33cd2aebb33a09135f44,2,2,1,2322.0,"116.51,39.92",3101.0
01c5c735c119bb049789367c9a6cc0f7,3,3,1,247.0,"116.41,40.08",310.0
01c872d164ce21318d6806dc058e684e,1,5,3,0.0,"116.46,40.00",759.0
01cd241461fc75a567d6b7f48a365cbe,1,2,1,249.0,"116.35,40.04",336.0
01d02ebb1438157d192cbaa576f028f7,1,3,2,1127.0,"116.27,40.14",1383.0
01e2a47e058069950feb9998ac9806e7,1,3,3,321.0,"116.33,40.04",1100.0
01ece53544ec23487b9debdd231bd362,1,1,0,370.0,"116.42,39.84",884.0
01f32c977b446d6364c4be74eb782a3d,2,3,0,2541.0,"116.31,39.83",2908.0
01f59c74c8d6826707fd02039c6a5379,3,3,3,0.0,"116.30,39.98",278.0
0200915b44375721616bb3b874e3adc3,3,3,2,79.0,"116.59,40.08",693.0
0209c8c45be8f5386ad2be3e7b69d726,1,3,0,0.0,"116.27,39.75",260.0
020c1bed5cd69a22e09912a650be40c1,1,3,1,0.0,"116.34,40.00",180.0
021baa43b7cdd52edeeb25d2a2364006,1,6,3,95.0,"116.28,39.92",308.0
021eebdd737b8fc4f45742570c3ef8ca,1,1,3,564.0,"116.35,39.96",797.0
02200d0e29aebfb653f78ba7c398694b,1,4,3,1071.0,"116.66,39.88",1644.0
022176cc798695ba6df9fe81cca53dd0,2,2,1,8800.0,"116.28,40.04",8977.0
02217c9ee6ebc573048dd22762186090,3,3,3,8948.0,"116.42,39.92",9589.0
02248d5109b10de84357e17f9b8a22d3,1,1,0,3033.0,"116.41,39.90",3325.0
02252add94b248d8fb39354a734be3d4,2,3,1,340.0,"116.39,39.98",1206.0
0227ff2a26fe0e5d8cec2716601e1f90,2,3,2,1169.0,"116.39,40.01",1957.0
02297aa261924b155e50164a77614134,2,4,1,742.0,"116.45,39.96",1057.0
023078c2f95009d963631e4ddad60412,1,5,2,915.0,"116.35,40.07",1654.0
024083d07ef231557450ea2f960ac296,1,3,2,0.0,"116.69,39.83",510.0
0241f23acd95cc1cf7675349debeaa99,1,3,1,8955.0,"116.40,39.86",9932.0
02436d44d693df38656fa9b117270ccb,2,5,3,385.0,"116.41,40.07",1221.0
0245971536c530fa87f32f012e3d88ac,3,3,0,0.0,"116.47,40.03",447.0
0246be9a942b1259be46a50295292f67,3,3,2,103.0,"116.43,39.76",670.0
024b890ab6bc1e1dbac3aa21153f9509,2,2,1,1574.0,"116.27,40.17",1667.0
024baa9a96fa37b7f2a75e54ce06f73a,2,5,3,239.0,"116.36,39.89",842.0
0259b2d34f066856672876053f916fa0,3,3,3,135.0,"116.43,39.91",833.0
025c9c9defa9ca8311a67b49127715ae,1,4,0,2396.0,"116.41,39.98",2970.0
0263ace4e6db9f3372ba02f996ccddd3,1,5,3,0.0,"116.43,39.90",763.0
0267852950e823efd315a76c87894db0,3,3,1,466.0,"116.33,39.72",1225.0
026dc836e0c90808ceafbe53ee8e7999,3,3,0,0.0,"116.51,39.93",540.0
027170453670fecbf8a228a6682b6825,1,2,1,0.0,"116.69,40.13",767.0
02732bdc3d08783b885282fd8e1e0b8a,2,4,1,10503.0,"116.40,39.91",11324.0
027562c2c07fb2c3f7739e25e35dbba6,2,2,1,744.0,"116.35,39.99",1220.0
027aec0b6f4b67ffbf07ba44e4694baf,2,2,0,3468.0,"116.35,39.94",4166.0
027bbf83e35c45547465d13f21e34e38,1,3,0,0.0,"116.32,39.84",268.0
027bd78d46be2740b9025f05d0beb348,3,3,1,200.0,"116.47,39.98",233.0
0284cb4d0dc339574454138834efd3f6,3,3,3,47.0,"116.43,39.92",891.0
0287155177b35ce9c0ab799b27c0b5ea,2,1,3,0.0,"116.63,40.31",910.0
0289ec8a09afbb08abad396692e8921a,2,2,2,351.0,"116.45,39.86",613.0
028e4846fb2f45ccd1c229e5363478d4,2,6,1,420.0,"116.35,39.98",718.0
0291c5d9db71034e000bed0c02e9f7f2,1,5,1,0.0,"116.40,39.97",591.0
0295e26f1111a878ea31e2de5fe81073,3,3,3,125.0,"116.53,39.77",469.0
02a182adde36520d6c7684f9d72f26d0,1,2,2,0.0,"116.41,39.89",681.0
02a555dcf41e78e29237afdb087f9b23,1,2,2,0.0,"116.39,39.95",851.0
02a6cb7e4dd00bc8f0ba0a4684160b8c,1,2,3,2174.0,"116.59,39.91",2700.0
02b268ce5a82b8d3cef03261e37226e2,3,3,2,1628.0,"116.31,39.74",2528.0
02b30a1226adbe7d9fb18b84776ab598,1,3,1,1836.0,"116.41,40.03",2151.0
02b9b75b50e117351ea262a386037724,2,3,3,0.0,"116.38,39.89",504.0
02bf47239ceb3be090b5368908896a85,1,4,1,0.0,"116.47,39.77",236.0
02c7442da3ed420832d31eb0641718f0,2,2,1,0.0,"116.67,39.93",18.0
02c89339a2c4db7e35f591362f53d201,3,3,1,0.0,"116.32,40.00",82.0
02d123cfef553e8f45fc5f2d71f993e0,3,3,3,0.0,"116.34,40.03",18.0
02d3e09d0d57cf44c39da752263bf723,1,2,1,781.0,"116.35,40.00",1686.0
02d5ae9bf4b7e9bfd3af6497845b4bf1,1,2,3,1263.0,"116.31,39.81",1393.0
02deddcaa1762c44d817002879e6907e,3,3,0,0.0,"116.43,39.93",863.0
02eab70f63dc2bb13ec5b7a19c383dd3,2,3,2,1534.0,"116.40,39.98",1605.0
02eafa50c137c0cdf2bd6042b6e83d9f,2,3,0,1713.0,"116.30,39.93",2140.0
02ef5a8ef016e00821e1cef4b192defb,1,3,2,1442.0,"116.46,39.95",1694.0
03020503c9084a74e362ad343e07e2af,1,2,3,0.0,"116.75,39.94",414.0
030552a4c6b679d197e5560681ad8389,2,1,2,194.0,"116.48,39.97",785.0
030f47ee813a7ccade003d6742e0b487,2,2,2,987.0,"116.20,39.93",1789.0
03137a18db5d4cb2ea23548fbb91856e,1,3,2,141.0,"116.29,39.99",655.0
03150c813ed4db82ea652e8685005621,1,5,1,0.0,"116.23,40.17",278.0
031e55d50f60181e24fa5ba5c45950f8,3,3,1,0.0,"116.30,39.92",597.0
032ab1794e3fedb7f3522cd2be82163e,3,3,2,10090.0,"116.47,39.89",10976.0
033c36c84790e68352de5bf4c62a8396,3,3,2,251.0,"116.42,40.16",1129.0
033ef2ba0301d3ed0c99b741f3b4b546,3,3,0,472.0,"116.29,39.92",775.0
034259b280b38f4fddf1a53289706a81,2,3,3,0.0,"116.40,39.93",662.0
0343a51120df5ae24c7574548c1a1a73,3,3,3,0.0,"116.52,40.03",470.0
034b980b0397dbf2db0c8e7835a84202,3,3,2,0.0,"116.30,39.86",311.0
035281a8c8e7ac55a11a3198e59df50c,1,2,0,0.0,"116.42,39.88",125.0
035a54f4cdec29c74dd891fe28f53ee7,2,3,0,5723.0,"116.21,40.08",6325.0
0366aa9e0520372fd44e6af4bafacebc,1,5,0,12625.0,"116.31,39.97",13073.0
037194bc20f607ce0befed51c8d39d29,3,3,1,826.0,"116.29,40.05",1231.0
037605377d4f189931e44647c2646ce4,2,3,2,0.0,"116.38,39.90",725.0
03872471c9409c6fa803dc7cbdfc3ac3,1,4,0,383.0,"116.31,39.95",587.0
038b359189a53fd9284882871c57735b,1,3,1,4473.0,"116.40,39.92",5330.0
038c5271d3d4a4e971d7cebe3973e469,2,5,1,0.0,"116.45,40.01",478.0
038d5fd0862876cf5cd60c2a444fac8a,1,3,3,0.0,"116.34,40.07",371.0
0392bbdeae71ff1ec2b679032b0386e9,3,3,0,6.0,"116.60,39.90",183.0
0395df56656999ac23af1a783c9f95e6,3,3,2,560.0,"116.50,39.93",602.0
0397cf6cc16bbd2300ea7de8938df052,3,3,2,0.0,"116.32,39.65",707.0
0397eeca2a2f4a53e21f9c6b05b6fe5d,2,3,0,0.0,"116.45,39.93",808.0
0398ff96389cd48c72215facb5be2bae,1,3,2,502.0,"116.42,39.94",687.0
0399e417b618cf96dfd98ef1fd9b98a2,1,2,0,0.0,"116.40,39.82",40.0
039a84077d38d14f5bd41f14b79311f6,1,2,0,553.0,"116.46,39.89",1274.0
03a331c9cc3d303dc9c48da5434ba141,2,3,0,124.0,"116.19,39.95",719.0
03a49de50b1f0836e482c9108bb6c455,1,2,0,5209.0,"116.31,39.93",5700.0
03a716eb9f2e4b2b3621130967ebf532,3,3,0,0.0,"116.41,39.86",986.0
03a878141106e55275b8ba64d091960c,2,4,3,306.0,"116.20,39.91",916.0
03a9568bb019f957baaee6f33a5243de,2,4,2,4142.0,"116.52,39.90",4218.0
03ad820f8a2b4d7a730f632c0a08dd8f,1,5,0,0.0,"116.41,39.67",904.0
03ade8a894d4f9359f3f82981f6e61b2,3,3,2,0.0,"116.33,40.10",400.0
03ae82250700d8e6ecae22badd11f037,2,5,2,6631.0,"116.58,40.08",7506.0
03b0110115b7fae21657f93124daeb57,2,3,1,0.0,"116.34,39.89",829.0
03b7293ce3573db925e007cf5a037c3b,3,3,3,45.0,"116.51,39.91",743.0
03b841bd247711de850d2b2c598475c5,2,4,2,0.0,"116.35,39.97",73.0
03be3a5d18a8c616621f66cb5a5dc6a1,1,3,2,0.0,"116.36,39.84",492.0
03c23c2dece37715a6de0ac31ac036ad,3,3,1,0.0,"116.33,39.94",444.0
03cc019defd8a4152fe6664ea495ac0c,1,4,0,659.0,"116.33,39.98",1281.0
03d2a1499ab12ffa1ff612de930cd767,1,2,2,1608.0,"116.64,39.89",2561.0
03d6223a1e58a2c889825c9dcb01bdb3,3,3,3,0.0,"116.64,40.13",11.0
03db01a79c42f3b76a2d75e8a7478820,2,1,3,488.0,"116.34,39.76",1305.0
03de368141846b6ea69ddc282e27e61a,1,4,2,0.0,"116.61,39.92",227.0
03df40e7ad9a50c870f9fd275f9e2567,1,4,0,503.0,"116.46,39.90",928.0
03e31111b6e401ed8a8dc6fb1e947f57,2,3,1,0.0,"116.43,39.96",445.0
03e5406bfe21c4e4babe581247f74e12,2,1,3,371.0,"116.33,39.99",1325.0
03f15cf14d9d8ed792691b3e4672cc68,2,4,3,2098.0,"116.38,39.96",2255.0
03f1b3844763f3c08ed4bc8253fa9bee,1,2,0,0.0,"116.43,39.89",54.0
040b7e5728fcb6af40788797328a0a3c,3,3,3,172.0,"116.54,39.92",596.0
040c2da7f87b896feddd53c44f5ccbc1,1,5,0,315.0,"116.38,39.84",619.0
040fec6b24b7f318ba0245acb5d8797f,1,2,1,252.0,"116.22,40.23",1164.0
0417028c0294242359bc3c0af4bdf40c,1,1,3,0.0,"116.38,39.87",581.0
041b16656293707756b8ba87e815372e,3,3,3,0.0,"116.63,39.90",685.0
04236f37ee98e00da2926719f9adfc52,2,4,3,2122.0,"116.31,39.82",2765.0
042b699041b04b7364ed4997eb6ebd7a,1,3,0,5314.0,"116.42,40.02",5913.0
042b7640b77c087e74e4424ec37f008f,2,4,0,866.0,"116.21,39.76",1553.0
042c1b1b9664e33fffdd782e0e933260,3,3,0,740.0,"116.43,40.04",1239.0
042f29b9b07a739c3e1ad7daa0893578,2,4,3,1527.0,"116.33,39.93",2471.0
043336ba2ad16aa20aa121f8085472a1,3,3,3,0.0,"116.43,40.08",627.0
04356aa3e2f6107db634db6d49d48a60,2,4,2,16.0,"116.40,39.96",313.0
043a580e42885fe9813c50016d54f7aa,2,5,3,3209.0,"116.10,39.90",3643.0
043bedb966876bf5c86ba49d37d19109,1,3,1,122.0,"116.40,40.05",687.0
043fda89ec18ec143633829c81f1f4a7,3,3,1,0.0,"116.46,39.94",308.0
043fe3073302c931ca467fa31fbe058d,1,5,2,0.0,"116.16,39.76",6.0
0449e42bff79a22613ac327c9b57f330,2,2,0,0.0,"116.39,39.92",322.0
044a81102326db69eb31b34472818437,2,3,1,447.0,"116.57,40.06",983.0
044fc4b61ba6cc651047281b30d2617f,2,3,0,5936.0,"116.09,40.45",6753.0
0455bfd9dc4a1176eb613ccf02be3f2e,3,3,3,346.0,"116.31,39.67",1045.0
0456009f7cf3e971ff15c989b2535269,3,3,0,112.0,"116.38,39.92",268.0
0456ebccfffbe08564481e0253782cbe,1,3,2,36.0,"116.45,39.89",694.0
0457f9b8a90b309a47ecc6f2c4ef031a,1,2,2,1117.0,"116.17,40.03",1238.0
04580f8afddd648a9713e147db3e68a5,3,3,1,0.0,"116.20,39.99",192.0
045c6dc3250c8cf40cc851dfb57f40af,2,3,2,286.0,"116.26,39.96",770.0
0464d3675646e527e08939892780086c,3,3,0,2013.0,"116.31,39.84",2282.0
046e331e4cbf3ae1d470b640feaa2fd8,2,2,1,508.0,"116.30,39.89",780.0
04780129d7395641a6697ead5dc2f3ae,1,3,2,93.0,"116.56,40.01",288.0
047a8791b536370a8fe8067a2e8fc504,1,3,3,431.0,"116.72,40.13",1109.0
047eb27856a3c20bcd6e7e269fe28f10,2,3,3,22.0,"116.32,40.04",163.0
048b70de90a8afa49921207fa17f6356,1,2,3,5282.0,"116.38,39.55",5399.0
048dcf1dd70134ac9a04033764938187,2,2,1,2890.0,"116.49,39.89",3874.0
048e774e86bb8d0601c33ff4c5e1aaf8,2,2,0,0.0,"116.55,39.82",130.0
049826f01b4cc8306df2fd0b4a989573,3,3,3,3613.0,"116.57,39.92",4198.0
049ced9c22265386907c84402810c8e3,3,3,0,0.0,"116.31,40.09",841.0
04a01404a68b12b545a710cce97757f0,3,3,0,348.0,"116.38,39.86",1176.0
04a93a33d7782677cce831f7ec6bb96d,1,4,3,0.0,"116.19,39.99",25.0
04b3eb1272d9c06cb83554c519a50ae6,1,2,1,204.0,"116.46,39.93",558.0
04b543cb9681e8239d0fb4f03beed520,1,1,1,0.0,"116.49,39.91",886.0
04b74cdd7ed9d2453509126f4030d1fa,2,1,3,5282.0,"116.44,39.92",5392.0
04b9100f69530a3e3b9b962f2751b29a,3,3,0,0.0,"116.37,39.85",48.0
04c4f0bfa345e1da8ea1d4e65a18c20a,1,4,0,120.0,"116.33,39.81",194.0
04c7cb16a97d495c9cb1244db1e01d6b,3,3,3,143.0,"116.61,40.05",341.0
04cee543955ad29cf42f7d59cde6f8a5,2,2,3,894.0,"116.32,39.74",1366.0
04d0d21c0de30b8e59c98512b1792242,1,4,1,0.0,"116.27,40.12",42.0
04d4a0f7f931a30c92127180ecee76a6,2,2,3,694.0,"116.31,40.03",1261.0
04dcf9bbae44c90da3d590afb06a97fd,2,2,3,2887.0,"116.44,39.97",3088.0
04dd10e1c495a10680b30f9d85777fdf,3,3,3,0.0,"116.31,39.98",634.0
04e3b8beaa8da974ccfb946b1e9b7ac0,2,5,1,2590.0,"116.43,39.78",2712.0
04e87839d7697e0108a8af8ed2aec648,2,3,0,0.0,"116.44,39.95",143.0
04e94acacf7fbe897fd264d328100e99,1,1,3,13950.0,"116.46,39.84",14283.0
04f2ef98108c24dcc7ca431279ebfb38,1,1,2,1845.0,"116.26,39.90",2075.0
04fc9e4a787f1151b6bfa3dfdfcbb844,2,4,2,154.0,"116.32,39.77",511.0
050698816a3ca4cf13d846b12ab13db5,1,3,3,11.0,"116.81,40.36",625.0
050d1b810e945b3dd8d23c641ae72081,2,4,0,345.0,"116.58,39.90",1038.0
0510c31be91683df205096f6d67bdf61,1,4,1,0.0,"116.36,39.99",46.0
051106f7d096cfa7be7926b40716b53e,1,4,3,0.0,"116.44,39.89",140.0
0515032c3b1345b34d186d531280759f,1,3,3,4117.0,"116.21,39.84",4517.0
0518e74e9550ffb66ded8624c5051f13,2,2,2,1325.0,"116.20,39.95",1874.0
051a187cb46ebaacbae79a1246f61163,2,4,0,838.0,"116.30,39.94",1568.0
051b46dd49857887d11870f6e38036d7,2,3,2,356.0,"116.54,39.95",1219.0
0520c21b6d17316c6e4108472be38eee,2,3,3,248.0,"116.48,39.92",314.0
0523c8563f1ce0c26a9ac61045005f80,2,4,0,381.0,"116.41,39.96",1235.0
0524a7774b6e499fdfb075c502758114,1,3,1,1047.0,"116.39,39.96",2000.0
052946e4c983370a2f6ead15a9def6ff,1,3,0,0.0,"116.51,40.12",104.0
052bcec7cb3ce007518a96860d3258d8,1,4,3,25.0,"116.45,39.90",814.0
05337f0f2eb2409252e8cbb67d3dcd02,2,4,1,2024.0,"116.44,40.08",2429.0
0538ffe0d3da365efb3a7f875f23019b,1,4,1,0.0,"116.69,39.91",332.0
0544fe2ee07386492d297ae0efbe5095,3,3,0,0.0,"116.67,40.00",900.0
0545347e559b70b95eae3f779ef6c8d3,2,6,2,554.0,"116.32,39.85",736.0
0567a654dd5a4d8c51f0667ddb6cbd9a,2,4,2,770.0,"116.18,40.05",1439.0
056800f092d7495acf303a75c5d167c6,1,5,2,3429.0,"116.43,40.09",3752.0
056ca18808c6406b28011676d57be0fd,2,5,2,978.0,"116.32,39.90",1368.0
056e302753538edc1bc5d2eae5702e94,3,3,3,5.0,"116.26,39.99",715.0
057c158350d7bc96dc99748d7212960e,3,3,2,1256.0,"116.36,39.98",2249.0
057d88818724a36ea4e14626821fabd7,2,3,0,287.0,"116.30,39.91",492.0
058817f506904a776d99497d49d487b0,3,3,1,0.0,"116.36,39.79",286.0
058bb2761146d4a5f20887818f2a5e60,1,4,3,4365.0,"116.43,39.85",5245.0
0590ffd077329c16930ccdfda1ce56a9,2,3,0,2914.0,"116.40,39.89",3331.0
0597bc1bff56b5c5185e7553ebcea36e,1,3,0,10136.0,"116.28,40.17",10396.0
0599273b4661b748596715fcf1a65c17,1,4,0,228.0,"116.40,39.99",1025.0
059be432614f9069c7fba16e94f27f90,2,3,1,399.0,"116.61,40.12",1377.0
059dd067f1d6a6cafacfa205e43282fb,1,5,1,2379.0,"116.44,39.93",3333.0
05a021be424fe4564c389b965d38ed76,3,3,3,0.0,"116.22,39.85",325.0
05a4b775028ed4762936b89224c45927,1,3,0,609.0,"116.36,39.93",1096.0
05a66a90ac82f8df68b00a0882092c2a,1,3,0,0.0,"116.48,39.89",45.0
05a6dcf1e912b57fe6d8213cabf69a27,1,5,0,1674.0,"116.73,39.88",2370.0
